山东电信,#genre#
CCTN,http://101.71.255.234:6610/zjhs/2/10001/index.m3u8?virtualDomain=zjhs.live_hls.zte.com


四川绵阳电信,#genre#
江苏卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=001&Provider_id=&Pcontent_id=index.m3u8
深圳卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=002&Provider_id=&Pcontent_id=index.m3u8
影视文艺,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=003&Provider_id=&Pcontent_id=index.m3u8
广东卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=004&Provider_id=&Pcontent_id=index.m3u8
山东卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=005&Provider_id=&Pcontent_id=index.m3u8
安徽卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=008&Provider_id=&Pcontent_id=index.m3u8
新疆卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=009&Provider_id=&Pcontent_id=index.m3u8
山西卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=010&Provider_id=&Pcontent_id=index.m3u8
陕西卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=011&Provider_id=&Pcontent_id=index.m3u8
重庆卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=012&Provider_id=&Pcontent_id=index.m3u8
东南卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=013&Provider_id=&Pcontent_id=index.m3u8
海南卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=014&Provider_id=&Pcontent_id=index.m3u8
河北卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=015&Provider_id=&Pcontent_id=index.m3u8
东方卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=044&Provider_id=&Pcontent_id=index.m3u8
黑龙江卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=045&Provider_id=&Pcontent_id=index.m3u8
北京卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=046&Provider_id=&Pcontent_id=index.m3u8
贵州卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=047&Provider_id=&Pcontent_id=index.m3u8
江西卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=048&Provider_id=&Pcontent_id=index.m3u8
西藏卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=049&Provider_id=&Pcontent_id=index.m3u8
吉林卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=050&Provider_id=&Pcontent_id=index.m3u8
河南卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=051&Provider_id=&Pcontent_id=index.m3u8
甘肃卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=052&Provider_id=&Pcontent_id=index.m3u8
广西卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=053&Provider_id=&Pcontent_id=index.m3u8
湖北卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=054&Provider_id=&Pcontent_id=index.m3u8
青海卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=055&Provider_id=&Pcontent_id=index.m3u8
云南卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=056&Provider_id=&Pcontent_id=index.m3u8
天津卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=057&Provider_id=&Pcontent_id=index.m3u8
内蒙古卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=016&Provider_id=&Pcontent_id=index.m3u8
宁夏卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=017&Provider_id=&Pcontent_id=index.m3u8
辽宁卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=018&Provider_id=&Pcontent_id=index.m3u8
湖南卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=072&Provider_id=&Pcontent_id=index.m3u8
四川卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=085&Provider_id=&Pcontent_id=index.m3u8
延边卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=065&Provider_id=&Pcontent_id=index.m3u8
四川卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=062&Provider_id=&Pcontent_id=index.m3u8
海峡卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=024&Provider_id=&Pcontent_id=index.m3u8
兵团卫视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=022&Provider_id=&Pcontent_id=index.m3u8
CIBN财经,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=087&Provider_id=&Pcontent_id=index.m3u8
CIBN情感影院,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=029&Provider_id=&Pcontent_id=index.m3u8
CIBN军事,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=030&Provider_id=&Pcontent_id=index.m3u8
CIBN微电影,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=031&Provider_id=&Pcontent_id=index.m3u8
CIBN炫佳动漫,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=032&Provider_id=&Pcontent_id=index.m3u8
CIBN电影,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=033&Provider_id=&Pcontent_id=index.m3u8
CIBN经典剧场,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=034&Provider_id=&Pcontent_id=index.m3u8
CIBN真人秀,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=035&Provider_id=&Pcontent_id=index.m3u8
CIBN文化中国,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=076&Provider_id=&Pcontent_id=index.m3u8
CIBN喜剧影院,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=061&Provider_id=&Pcontent_id=index.m3u8
CIBN嗨播,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=078&Provider_id=&Pcontent_id=index.m3u8
CIBN嗨播,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=079&Provider_id=&Pcontent_id=index.m3u8
财经,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=006&Provider_id=&Pcontent_id=index.m3u8
新闻,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=007&Provider_id=&Pcontent_id=index.m3u8
科教,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=019&Provider_id=&Pcontent_id=index.m3u8
9屏显示,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=020&Provider_id=&Pcontent_id=index.m3u8
9屏显示,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=021&Provider_id=&Pcontent_id=index.m3u8
CCTV13,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=023&Provider_id=&Pcontent_id=index.m3u8
游戏风云,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=025&Provider_id=&Pcontent_id=index.m3u8
9屏显示,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=027&Provider_id=&Pcontent_id=index.m3u8
CCTV1,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=028&Provider_id=&Pcontent_id=index.m3u8
音乐,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=036&Provider_id=&Pcontent_id=index.m3u8
音乐,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=037&Provider_id=&Pcontent_id=index.m3u8
体育,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=038&Provider_id=&Pcontent_id=index.m3u8
生活时尚,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=041&Provider_id=&Pcontent_id=index.m3u8
天翼大来宾,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=042&Provider_id=&Pcontent_id=index.m3u8
财经,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=043&Provider_id=&Pcontent_id=index.m3u8
公共乡村,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=058&Provider_id=&Pcontent_id=index.m3u8
文化旅游,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=059&Provider_id=&Pcontent_id=index.m3u8
SCTV-7,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=060&Provider_id=&Pcontent_id=index.m3u8
CCTV1,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=063&Provider_id=&Pcontent_id=index.m3u8
科教,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=066&Provider_id=&Pcontent_id=index.m3u8
纪实,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=069&Provider_id=&Pcontent_id=index.m3u8
未知,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=070&Provider_id=&Pcontent_id=index.m3u8
CCTV3,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=071&Provider_id=&Pcontent_id=index.m3u8
CCTV1,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=074&Provider_id=&Pcontent_id=index.m3u8
中国交通,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=077&Provider_id=&Pcontent_id=index.m3u8
体育,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=080&Provider_id=&Pcontent_id=index.m3u8
未知,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=081&Provider_id=&Pcontent_id=index.m3u8
新闻综合,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=082&Provider_id=&Pcontent_id=index.m3u8
新闻综合,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=083&Provider_id=&Pcontent_id=index.m3u8
新闻综合,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=084&Provider_id=&Pcontent_id=index.m3u8
熊猫新闻,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=129&Provider_id=&Pcontent_id=index.m3u8



四川广电,#genre#
CCTV-1综合频道,http://60.255.149.209/tslive/c211_scc_20190617_t0x01q5a_original_r10/c211_scc_20190617_t0x01q5a_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
CCTV-2财经频道,http://60.255.149.209/tslive/c212_scc_20190617_y2vstiy0_original_r10/c212_scc_20190617_y2vstiy0_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
CCTV-3综艺频道,http://60.255.149.209/tslive/c213_scc_20190618_0apbps2b_original_r10/c213_scc_20190618_0apbps2b_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
CCTV-4中文国际,http://60.255.149.209/tslive/c214_scc_20190618_horpaeho_original_r10/c214_scc_20190618_horpaeho_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
CCTV-5体育频道,http://60.255.149.209/tslive/c211_scc_20190618_g0ecxw42_original_r10/c211_scc_20190618_g0ecxw42_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
CCTV-6电影频道,http://60.255.149.209/tslive/c212_scc_20190618_f0vs0sva_original_r10/c212_scc_20190618_f0vs0sva_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
CCTV-7国防军事,http://60.255.149.209/tslive/c213_scc_20190618_dtnwkq23_original_r10/c213_scc_20190618_dtnwkq23_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
CCTV-8电视剧,http://60.255.149.209/tslive/c214_scc_20190618_bihnj4fv_original_r10/c214_scc_20190618_bihnj4fv_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
CCTV-9纪录频道,http://60.255.149.209/tslive/c211_scc_20190618_5dmwgabs_original_r10/c211_scc_20190618_5dmwgabs_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
CCTV-10科教频道,http://60.255.149.209/tslive/c212_scc_20190618_bxdh5ymp_original_r10/c212_scc_20190618_bxdh5ymp_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
CCTV-11戏曲频道,http://60.255.149.209/tslive/c213_scc_20190618_nohp5ial_original_r10/c213_scc_20190618_nohp5ial_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
CCTV-12社会与法,http://60.255.149.209/tslive/c214_scc_20190618_afsgxiaq_original_r10/c214_scc_20190618_afsgxiaq_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
CCTV-13新闻频道,http://60.255.149.209/tslive/c213_scc_20190617_igue0laq_original_r10/c213_scc_20190617_igue0laq_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
CCTV-14少儿频道,http://60.255.149.209/tslive/c211_scc_20190618_tg3qtz2h_original_r10/c211_scc_20190618_tg3qtz2h_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
CCTV-15音乐频道,http://60.255.149.209/tslive/c212_scc_20190618_sa0rcja5_original_r10/c212_scc_20190618_sa0rcja5_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
CCTV-5⁺体育赛事,http://60.255.149.209/tslive/c213_scc_20190618_4jwk1euz_original_r10/c213_scc_20190618_4jwk1euz_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
CCTV-17农业农村,http://60.255.149.209/tslive/c211_scc_20190821_ebqtzqt2_original_r10/c211_scc_20190821_ebqtzqt2_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
CCTV-4K超高清,http://60.255.149.209/tslive/c214_scc_20190618_pr3jsp04_original_r10/c214_scc_20190618_pr3jsp04_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
江苏卫视,http://60.255.149.209/tslive/c214_scc_20190618_wazeadpo_original_r10/c214_scc_20190618_wazeadpo_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
东方卫视,http://60.255.149.209/tslive/c211_scc_20190618_5hqsk5u4_original_r10/c211_scc_20190618_5hqsk5u4_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
深圳卫视,http://60.255.149.209/tslive/c212_scc_20190618_yj4szagp_original_r10/c212_scc_20190618_yj4szagp_original_r10.m3u8CCTV2?nsukey=AiGPQWo0AbicbbIv0XgjdFH%2B0EkyElodvniL3bmOSQU8LGDFBh1zpv9yNvBImixoDaj2z4velhxyb69MLaiUpeLqk%2B%2BRt%2FuPv9%2FDmv0tqx96fphUN572C9gSdoByV5HfrUwvECXyfXGMk3FtfwiI%2F16P7RKejRlgx8kJEzAgSbhCt4EUc9j3j87t4DAbHMMwzu2%2FEFEGx1EgGRpON0s8rg%3D%3D
